Price,Close,High,Low,Open,Volume
Ticker,TSLA,TSLA,TSLA,TSLA,TSLA
Date,,,,,
2025-09-15,410.0400085449219,425.70001220703125,402.42999267578125,423.1300048828125,163823700
2025-09-16,421.6199951171875,423.25,411.42999267578125,414.5,104285700
2025-09-17,425.8599853515625,428.30999755859375,409.6700134277344,415.75,106133500
2025-09-18,416.8500061035156,432.2200012207031,416.55999755859375,428.8699951171875,90454500
2025-09-19,426.07000732421875,429.4700012207031,421.7200012207031,421.82000732421875,92847900
